dataset,permutation_mode,run_id,predicted_algo,ari_cal,ari_sil,stable_prediction
Haberman,row,22,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,22,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,22,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,22,gaussian,0.019793243405764268,0.019793243405764268,True
Vehicle,row,22,spectral_clustering,0.11081511715897753,0.08690505725752318,True
VertebralColumn,row,22,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,row,22,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,row,23,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,23,dbscan,0.49319935169270396,0.49319935169270396,True
Glass,row,23,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,23,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,23,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,23,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,23,gaussian,0.017762898300859378,0.017762898300859378,True
Vehicle,row,23,spectral_clustering,0.1096799656043948,0.08690505725752318,True
VertebralColumn,row,23,gaussian,0.04902833726416902,0.04902833726416902,False
WineQualityRed,row,23,spectral_clustering,0.06154148152145625,-0.0029351829466449635,True
BreastTissue,row,24,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,24,dbscan,0.49319935169270396,0.49319935169270396,True
Glass,row,24,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,24,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,24,gaussian,0.5681159420289855,0.5681159420289855,False
Parkinsons,row,24,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,24,gaussian,0.017840578516757563,0.017840578516757563,True
Vehicle,row,24,dbscan,0.10077037572751334,0.10077037572751334,False
VertebralColumn,row,24,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,row,24,spectral_clustering,0.062012337760858655,-0.0029351829466449635,True
BreastTissue,row,25,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,25,dbscan,0.49319935169270396,0.49319935169270396,True
Glass,row,25,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,25,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,25,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,25,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,25,gaussian,0.01926322380955447,0.018895347149479692,True
Vehicle,row,25,spectral_clustering,0.10856510836798841,0.08690505725752318,True
VertebralColumn,row,25,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,row,25,spectral_clustering,0.06106003288598606,-0.0029351829466449635,True
BreastTissue,row,26,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,26,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,row,26,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,26,gaussian,0.04246720912623859,0.10399787130992173,True
Iris,row,26,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,26,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,26,gaussian,0.017568774985556333,0.029992112952927013,True
Vehicle,row,26,spectral_clustering,0.10856510836798841,0.08690505725752318,True
VertebralColumn,row,26,dbscan,0.3668643110201198,0.3668643110201198,True
WineQualityRed,row,26,gaussian,0.08527776946103315,0.08889132369777342,False
BreastTissue,row,27,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,27,dbscan,0.49319935169270396,0.49319935169270396,True
Glass,row,27,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,27,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,27,gaussian,0.5681159420289855,0.5681159420289855,False
Parkinsons,row,27,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,27,gaussian,0.013296599413635821,0.013296599413635821,True
Vehicle,row,27,spectral_clustering,0.11081511715897753,0.08690505725752318,True
VertebralColumn,row,27,gaussian,0.04902833726416902,0.04902833726416902,False
WineQualityRed,row,27,spectral_clustering,-0.0029351829466449635,-0.0029351829466449635,True
BreastTissue,row,28,dbscan,0.268213715336592,0.268213715336592,True
Ecoli,row,28,dbscan,0.5010894136524796,0.5010894136524796,True
Glass,row,28,dbscan,0.24529364187700725,0.24529364187700725,True
Haberman,row,28,gaussian,0.10399787130992173,0.10399787130992173,True
Iris,row,28,spectral_clustering,0.5681159420289855,0.5681159420289855,True
Parkinsons,row,28,gaussian,0.05135036104397965,0.12184138103577684,True
Transfusion,row,28,spectral_clustering,-0.02860256301549725,-0.026854671217118008,False
Vehicle,row,28,spectral_clustering,0.10856510836798841,0.08690505725752318,True
VertebralColumn,row,28,gaussian,0.04902833726416902,0.04902833726416902,False
WineQualityRed,row,28,spectral_clustering,0.06042220707073048,-0.0029351829466449635,True
BreastTissue,row,29,dbscan,0.268213715336592,0.268213715336592,True
